id,category,query,answer,expected_answer,faithfulness,faithfulness_notes,relevance,relevance_notes,context_recall,context_recall_notes,completeness,completeness_notes,config_label
gq01,SLA,SLA xử lý ticket P1 đã thay đổi như thế nào so với phiên bản trước?,"- SLA P1 resolution đã được cập nhật từ 6 giờ xuống 4 giờ trong phiên bản v2026.1 (2026-01-15) [1].
- Không đủ dữ liệu trong tài liệu hiện có.","Phiên bản hiện tại (v2026.1, có hiệu lực từ 2026-01-15) đã cập nhật SLA P1 resolution từ 6 giờ xuống còn 4 giờ. Phiên bản trước (v2025.3) không thay đổi SLA này.",5,"The answer accurately states that the SLA P1 resolution was updated from 6 hours to 4 hours in version v2026.1 (2026-01-15), which is directly supported by the retrieved context. The statement 'Không đủ dữ liệu trong tài liệu hiện có' is also appropriate, as it indicates a lack of further information, which is faithful to the context provided.",4,"The answer directly addresses the change in SLA for P1 tickets, specifying the update from 6 hours to 4 hours and referencing the relevant version. However, the note about insufficient data is unnecessary since the main change was already provided, and it could have included more context or details about previous versions for completeness.",5,Retrieved: 1/1 expected sources,4,"Model answer đã nêu rõ việc cập nhật SLA P1 resolution từ 6 giờ xuống 4 giờ trong phiên bản v2026.1, nhưng thiếu thông tin về việc phiên bản trước (v2025.3) không thay đổi SLA này. Đây là một điểm nhỏ nhưng cần thiết để so sánh đầy đủ giữa các phiên bản.",variant_hybrid
gq02,Cross-Document,"Khi làm việc remote, tôi phải dùng VPN và được kết nối trên tối đa bao nhiêu thiết bị?","- Bạn phải sử dụng VPN Cisco AnyConnect khi làm việc remote [1].
- Mỗi tài khoản được kết nối VPN trên tối đa 2 thiết bị cùng lúc [1].","Khi làm việc remote và truy cập hệ thống nội bộ, VPN là bắt buộc (theo HR Leave Policy). Phần mềm VPN là Cisco AnyConnect và mỗi tài khoản được kết nối VPN trên tối đa 2 thiết bị cùng lúc (theo IT Helpdesk FAQ).",5,"Both claims in the answer are directly supported by the retrieved context. The requirement to use Cisco AnyConnect VPN when working remotely is stated in hr/leave-policy-2026.pdf and support/helpdesk-faq.md, and the device limit per account is also specified in support/helpdesk-faq.md.",5,The answer directly and completely addresses both parts of the question: the requirement to use VPN (specifically Cisco AnyConnect) and the maximum number of devices (2) that can be connected simultaneously.,5,Retrieved: 2/2 expected sources,4,"Model answer đã đề cập đến việc phải sử dụng VPN Cisco AnyConnect và giới hạn 2 thiết bị, nhưng thiếu chi tiết về việc VPN là bắt buộc khi truy cập hệ thống nội bộ và không nhắc đến nguồn HR Leave Policy.",variant_hybrid
gq03,Refund,Đơn hàng mua trong chương trình Flash Sale và đã kích hoạt sản phẩm có được hoàn tiền không?,"- Đơn hàng mua trong chương trình Flash Sale không được hoàn tiền nếu đã áp dụng mã giảm giá đặc biệt và sản phẩm đã được kích hoạt hoặc đăng ký tài khoản [1].
- Không đủ dữ liệu trong tài liệu hiện có.",Không được hoàn tiền. Đơn hàng rơi vào hai ngoại lệ cùng lúc: (1) đơn hàng áp dụng mã giảm giá chương trình Flash Sale và (2) sản phẩm đã được kích hoạt — cả hai đều thuộc danh sách ngoại lệ không được hoàn tiền theo Điều 3 của chính sách.,5,Every claim in the answer is directly supported by the retrieved context. The context specifies that orders from Flash Sale with special discount codes and products that have been activated or registered are not eligible for refunds. The answer accurately reflects this information.,4,"The answer directly addresses the question by stating that orders from Flash Sale programs cannot be refunded if a special discount code was used and the product has been activated or an account registered. However, it adds a note about insufficient data, which slightly detracts from completeness, as it introduces some uncertainty.",5,Retrieved: 1/1 expected sources,3,"Model answer trả lời đúng ý chính là không được hoàn tiền, nhưng thiếu giải thích rõ ràng rằng cả hai điều kiện đều là ngoại lệ không hoàn tiền và không đề cập đến Điều 3 của chính sách như đáp án mẫu.",variant_hybrid
gq04,Refund,"Nếu chọn nhận store credit thay vì hoàn tiền, tôi được bao nhiêu phần trăm so với số tiền gốc?","- Nếu chọn nhận store credit thay vì hoàn tiền, bạn sẽ nhận được giá trị 110% so với số tiền gốc [1].","Khách hàng có thể chọn nhận store credit (credit nội bộ) thay thế với giá trị 110% so với số tiền hoàn gốc. Đây là tùy chọn, không phải bắt buộc.",5,"The answer accurately reflects the information in the retrieved context, specifically that customers can choose to receive store credit at 110% of the original refund amount. This is directly supported by the policy/refund-v4.pdf context.",5,The answer directly and completely addresses the question by stating that you will receive 110% of the original amount if you choose store credit instead of a refund.,5,Retrieved: 1/1 expected sources,4,"Model answer đã nêu rõ khách hàng nhận được 110% giá trị nếu chọn store credit, nhưng thiếu chi tiết rằng đây là một tùy chọn, không bắt buộc.",variant_hybrid
gq05,Access Control,"Contractor từ bên ngoài công ty có thể được cấp quyền Admin Access không? Nếu có, cần bao nhiêu ngày và có yêu cầu đặc biệt gì?","- Contractor từ bên ngoài công ty có thể được cấp quyền Admin Access, nhưng không có thông tin cụ thể về thời gian cần thiết để cấp quyền cho họ.
- Không có yêu cầu đặc biệt nào được nêu rõ cho việc cấp quyền Admin Access cho contractor. 

Không đủ dữ liệu trong tài liệu hiện có.","Có. Theo Access Control SOP, quy trình áp dụng cho tất cả nhân viên, contractor và third-party vendor. Admin Access (Level 4) cần phê duyệt từ IT Manager và CISO, thời gian xử lý 5 ngày làm việc, và có yêu cầu thêm: training bắt buộc về security policy.",5,"The answer accurately reflects the retrieved context. The context does not mention contractors or specific requirements/timelines for granting Admin Access to contractors, and the answer correctly states that there is no specific information available. The statement 'Không đủ dữ liệu trong tài liệu hiện có' is faithful to the context provided.",5,"The answer directly and completely addresses the question by stating that contractors can be granted Admin Access, but there is no specific information on the required time or special requirements, and that the available documentation does not provide further details. This fully responds to all parts of the question.",5,Retrieved: 1/1 expected sources,2,"Model answer chỉ xác nhận contractor có thể được cấp quyền Admin Access nhưng không đề cập đến thời gian xử lý, các yêu cầu phê duyệt đặc biệt, và yêu cầu training về security policy. Ngoài ra, model answer còn cho rằng không có yêu cầu đặc biệt nào, điều này trái với thông tin trong expected answer.",variant_hybrid
gq06,Cross-Document,"Lúc 2 giờ sáng xảy ra sự cố P1, on-call engineer cần cấp quyền tạm thời cho một engineer xử lý incident. Quy trình cụ thể như thế nào và quyền này tồn tại bao lâu?","- Quy trình cấp quyền tạm thời cho engineer trong sự cố P1:
  1. On-call IT Admin có thể cấp quyền tạm thời (tối đa 24 giờ) sau khi được Tech Lead phê duyệt bằng lời.
  2. Sau 24 giờ, phải có ticket chính thức hoặc quyền sẽ bị thu hồi tự động.
  3. Mọi quyền tạm thời phải được ghi log vào hệ thống Security Audit [1].

- Thời gian quyền tạm thời tồn tại: tối đa 24 giờ [1].","On-call IT Admin có thể cấp quyền tạm thời (tối đa 24 giờ) sau khi được Tech Lead phê duyệt bằng lời. Sau 24 giờ, phải có ticket chính thức hoặc quyền bị thu hồi tự động. Mọi quyền tạm thời phải được ghi log vào hệ thống Security Audit. Liên hệ on-call qua hotline ext. 9999 (24/7) theo SLA P1.",5,"Every claim in the answer is directly supported by the retrieved context from it/access-control-sop.md. The steps for temporary access escalation, the 24-hour limit, requirement for Tech Lead verbal approval, need for a formal ticket after 24 hours or automatic revocation, and logging in Security Audit are all explicitly stated in the context.",5,"The answer directly and completely addresses both parts of the question: it outlines the specific process for granting temporary access during a P1 incident (including approval, logging, and follow-up requirements) and clearly states the duration (maximum 24 hours).",5,Retrieved: 2/2 expected sources,4,"Model answer đầy đủ các bước quy trình, thời gian tồn tại quyền, và yêu cầu ghi log vào Security Audit. Tuy nhiên, thiếu chi tiết về việc liên hệ on-call qua hotline ext. 9999 (24/7) theo SLA P1.",variant_hybrid
gq07,Insufficient Context,Công ty sẽ phạt bao nhiêu nếu team IT vi phạm cam kết SLA P1?,Không đủ dữ liệu trong tài liệu hiện có.,"Tài liệu hiện có không quy định mức phạt hay hình thức xử lý khi vi phạm SLA P1. Tài liệu sla-p1-2026.pdf chỉ mô tả quy trình xử lý và SLA target, không có điều khoản về penalty.",5,"The answer correctly states that there is not enough data in the provided context, which is accurate if the user's question is not addressed in the retrieved context. No unsupported claims are made.",5,The answer directly addresses the question by stating that there is not enough data in the available documents to determine the penalty amount. This is a complete and relevant response given the information constraints.,,No expected sources,3,"Model answer chỉ nói chung chung là không đủ dữ liệu, chưa chỉ ra rõ ràng rằng tài liệu không quy định mức phạt, không nêu tên tài liệu và không mô tả nội dung tài liệu như expected answer.",variant_hybrid
gq08,HR Policy,Nhân viên phải báo trước bao nhiêu ngày để xin nghỉ phép năm? Con số này có giống với số ngày cần giấy tờ khi nghỉ ốm không?,"- Nhân viên phải báo trước ít nhất 3 ngày làm việc để xin nghỉ phép năm [2].
- Số ngày cần giấy tờ khi nghỉ ốm là nếu nghỉ trên 3 ngày liên tiếp, cần giấy tờ y tế từ bệnh viện [1]. Không có thông tin so sánh giữa số ngày cần báo trước cho nghỉ phép năm và số ngày cần giấy tờ khi nghỉ ốm.",Nghỉ phép năm cần báo trước ít nhất 3 ngày làm việc qua HR Portal. Nghỉ ốm cũng liên quan đến mốc 3 ngày: nếu nghỉ TRÊN 3 ngày liên tiếp thì cần giấy tờ y tế từ bệnh viện. Hai con số '3 ngày' này áp dụng cho hai tình huống khác nhau.,5,Every claim in the answer is directly supported by the retrieved context. The requirement to notify at least 3 working days in advance for annual leave is stated in the context. The requirement for medical documentation when sick leave exceeds 3 consecutive days is also present. The answer correctly notes that there is no information comparing the advance notice for annual leave and the documentation requirement for sick leave.,4,"The answer correctly states the required notice period for annual leave and the documentation needed for sick leave. However, it could be clearer in directly comparing the two numbers, as the question asks if the numbers are the same. The answer says there is no information comparing them, but it could have simply stated that the requirements are different.",5,Retrieved: 1/1 expected sources,4,"Model answer đã nêu đúng số ngày cần báo trước khi nghỉ phép năm (3 ngày làm việc) và số ngày cần giấy tờ khi nghỉ ốm (trên 3 ngày liên tiếp). Tuy nhiên, thiếu chi tiết về việc báo nghỉ phép năm phải thực hiện qua HR Portal như trong đáp án mong đợi.",variant_hybrid
gq09,IT Helpdesk,"Mật khẩu tài khoản công ty cần đổi định kỳ không? Nếu có, hệ thống sẽ nhắc nhở trước bao nhiêu ngày và đổi qua đâu?","- Mật khẩu tài khoản công ty cần đổi định kỳ: Có, mỗi 90 ngày [1].
- Hệ thống sẽ nhắc nhở trước bao nhiêu ngày: 7 ngày trước khi hết hạn [1].
- Đổi mật khẩu qua đâu: Không đủ dữ liệu trong tài liệu hiện có.","Có. Mật khẩu phải được thay đổi mỗi 90 ngày. Hệ thống sẽ nhắc nhở 7 ngày trước khi hết hạn. Để đổi mật khẩu, truy cập https://sso.company.internal/reset hoặc liên hệ Helpdesk qua ext. 9000.",5,Every claim in the answer is directly supported by the retrieved context. The requirement to change the password every 90 days and the 7-day reminder are both explicitly stated. The answer correctly notes that there is not enough data in the provided context to answer where to change the password.,4,"The answer addresses the main parts of the question: it confirms that passwords need to be changed periodically, specifies the interval (90 days), and states the reminder period (7 days). However, it does not provide information on where to change the password, citing lack of data. This omission of a minor detail prevents a perfect score.",5,Retrieved: 1/1 expected sources,3,"Model answer trả lời đúng về việc cần đổi mật khẩu định kỳ, thời gian nhắc nhở và chu kỳ đổi, nhưng thiếu thông tin quan trọng về cách đổi mật khẩu (đường dẫn và liên hệ Helpdesk).",variant_hybrid
gq10,Refund,Chính sách hoàn tiền hiện tại áp dụng cho đơn hàng đặt trước ngày 01/02/2026 không?,"- Chính sách hoàn tiền hiện tại không áp dụng cho đơn hàng đặt trước ngày 01/02/2026; các đơn hàng này sẽ áp dụng theo chính sách hoàn tiền phiên bản 3 [1].
- Không đủ dữ liệu trong tài liệu hiện có.",Không. Chính sách hoàn tiền phiên bản 4 có hiệu lực từ ngày 01/02/2026 và chỉ áp dụng cho các đơn hàng được đặt kể từ ngày đó. Các đơn hàng đặt trước ngày này sẽ áp dụng theo chính sách hoàn tiền phiên bản 3.,5,"Every claim in the answer is directly supported by the retrieved context. The first point about the policy's applicability date and the use of version 3 for earlier orders is explicitly stated in the context. The second point correctly notes the lack of sufficient data for further details, which is accurate given the retrieved context.",5,"The answer directly and completely addresses the question by stating that the current refund policy does not apply to orders placed before 01/02/2026 and that those orders follow version 3 of the refund policy. It also notes the lack of sufficient data in the current documentation, which is a relevant clarification.",5,Retrieved: 1/1 expected sources,4,"Model answer trả lời đúng ý chính là các đơn hàng đặt trước ngày 01/02/2026 không áp dụng chính sách hoàn tiền hiện tại mà áp dụng phiên bản 3. Tuy nhiên, model chưa nêu rõ rằng chính sách hoàn tiền phiên bản 4 chỉ áp dụng cho các đơn hàng đặt từ ngày 01/02/2026 trở đi, đây là một chi tiết nhỏ còn thiếu.",variant_hybrid
